Restaurant Name,Cuisine,Average Cost,Rating,City
Aasife Biriyani,"North Indian, Fast Food, Biryani",200,4.0,Madurai
Aasife Biriyani,Biryani,150,4.1,Trivandrum
Aasife Biriyani,"South Indian, North Indian, Biryani",200,4.2,Trichy
Aasife Biryani,Biryani,100,3.7,Salem
Aasing s Kitchen,Fast Food,300,4.4,Pune
Aasman,"North Indian, Fast Food",100,4.2,Patna
Aasra Cafe Star,"North Indian, Biryani",200,3.9,Mumbai
Aastha Bengali Mess,North Indian,100,4.1,Bangalore
Aaswad,"South Indian, Fast Food, Street Food",50,4.2,Mumbai
Aaswad Family Restaurant,North Indian,100,3.3,Nagpur
Aaswad Family Restaurant,North Indian,200,3.6,Nagpur
Aaswad Lunch Dinner,"South Indian, North Indian, Biryani",100,4.1,Visakhapatnam
Aatha Kadai,South Indian,50,3.9,Madurai
Aathale s,"North Indian, Fast Food",200,4.3,Kota
Aathira s Kitchen,"North Indian, Fast Food",150,4.2,Belgaum
Aatho Kadai,Indian,150,3.3,Chennai
Aayan s Kitchen,North Indian,100,4.1,Mangalore
Aayushi s Panificio,Fast Food,200,4.1,Siliguri
Aazad,"North Indian, Street Food",200,4.1,Ahmedabad
Aazebo,Indian,50,4.2,Hyderabad
Ab Chai Pe Charcha,"Fast Food, Street Food",50,3.2,Ahmedabad
Abar Baithak,Fast Food,250,4.0,Kolkata
Abar Khabo,"North Indian, Biryani",100,3.5,Kolkata
Abar Khaboo,"North Indian, Biryani",500,4.1,Kolkata
Abar Khaboo Roll Corner,North Indian,150,4.1,Kolkata
ABB Andrea s Bar Brasserie,Indian,100,4.3,NCR
Abba Da Dhaba,"North Indian, Street Food, Biryani",150,3.5,Jalgaon
Abba s Dastarkhwaan,"North Indian, Fast Food, Biryani",150,4.0,Dehradun
Abbasi Chicken Crunchy Bites,Fast Food,200,4.1,Gorakhpur
Abbott s Cafe N Bistro,Fast Food,200,4.3,Ludhiana
Abcos Food Plaza,"North Indian, Biryani",250,4.5,Kolkata
Abdul Moradabadi Chicken Corner,"North Indian, Biryani",100,3.3,Jalandhar
Abdullah Biryani House,"North Indian, Biryani",150,3.6,Kanpur
Abhi Ruchilu,Biryani,100,3.5,Hyderabad
Abhiayush Food Hub,Indian,200,3.9,Guwahati
Abhiman Pure Veg,"South Indian, North Indian, Fast Food",300,4.3,Pune
Abhinandan,"North Indian, Street Food",200,3.9,Kolkata
Abhinandan Restaurant,"North Indian, Fast Food",150,4.0,Udaipur
Abhinandan Veg Restaurant,North Indian,150,4.2,Jabalpur
Abhiruchi Gruh Udyog,Indian,100,4.4,Nashik
Abhiruchi Swaghruha Foods,Indian,350,4.5,Hyderabad
Abhiruchi Veg Parcel Center,North Indian,300,4.1,Jalgaon
Abhi s Kitchen,"South Indian, North Indian",100,4.0,Warangal
Abhi s Kitchen Foods,"South Indian, North Indian",150,4.1,Nashik
Abhi s Kitchen Club,"North Indian, Street Food",200,4.1,Amritsar
Abhi s Sugran,Street Food,250,3.8,Nashik
Abhishek Bhel Puri,Street Food,150,4.2,Ludhiana
Abhishek Chinese Corner,"Fast Food, Street Food",100,4.1,Amritsar
Abhishek Dhaba,North Indian,300,3.8,Agra
Abhishek Non Veg Restaurant,"North Indian, Fast Food, Biryani",250,4.3,Pune
Abhishek Sweets,Street Food,100,3.6,Nashik
Abhishek Veg Restaurant,"South Indian, North Indian, Fast Food, Street Food",100,4.3,Pune
Abid s,"North Indian, Biryani",100,4.2,Chennai
Above Beyond By Country Express,North Indian,350,4.3,Kota
Abraco,Fast Food,150,4.0,Goa
ABR s Kitchen,"North Indian, Fast Food",150,4.2,Allahabad
Ab s,"North Indian, Biryani",200,4.3,Mumbai
AB s Absolute Barbecues,"North Indian, Biryani",150,3.1,Trichy
AB s Absolute Barbecues,"North Indian, Biryani",200,3.3,Coimbatore
AB s Absolute Barbecues,"North Indian, Biryani",300,3.4,Jalandhar
AB s Absolute Barbecues,"North Indian, Biryani",350,3.5,Vijayawada
AB s Absolute Barbecues,"North Indian, Biryani",100,3.6,Ranchi
AB s Absolute Barbecues,"North Indian, Biryani",150,3.6,Guwahati
AB s Absolute Barbecues,"North Indian, Biryani",200,3.6,Hyderabad
AB s Absolute Barbecues,"North Indian, Biryani",100,3.7,Chennai
AB s Absolute Barbecues,"North Indian, Biryani",150,3.7,Bangalore
AB s Absolute Barbecues,"North Indian, Biryani",350,3.7,Chandigarh
AB s Absolute Barbecues,"North Indian, Biryani",250,3.8,Nagpur
AB s Absolute Barbecues,"North Indian, Biryani",500,3.9,Kolkata
AB s Absolute Barbecues,"North Indian, Biryani",150,4.0,Pune
AB S Kitchen,"North Indian, Fast Food",100,3.6,Kanpur
Ab s Potoba,North Indian,250,4.0,Belgaum
Absolute Momo,Fast Food,100,4.0,Gorakhpur
Absolute Momo Cafe,Fast Food,200,4.2,Patna
Absolute Shawarma,Fast Food,150,3.4,Solapur
Absolute Shawarma,Indian,350,3.7,Bangalore
Absolute Shawarma,Indian,100,4.0,Patna
Absolute Shawarma,Fast Food,150,4.0,Gorakhpur
Absolute Shawarma,Fast Food,200,4.0,Kanpur
Absolute Tandoor,"North Indian, Biryani",300,4.2,Siliguri
Absolute Thai,Indian,200,4.2,Chennai
Abu Al Baik,Fast Food,200,3.9,Surat
Abul Biryani,Biryani,100,4.1,Kharagpur
Aburish Restaurant,"South Indian, North Indian, Biryani",300,3.8,Tirunelveli
Ace Bakers,Bakery,100,4.0,Kanpur
ACE Food Zone,"North Indian, Fast Food, Street Food",100,4.0,Jodhpur
Achal Restaurant Banquet Cafe,"North Indian, Fast Food",200,3.8,Patna
Achanak Juice,Indian,200,4.2,Jaipur
Achariz Food,North Indian,150,3.3,Nagpur
Achayathis Restaurant,South Indian,300,4.1,Chennai
Achija,"South Indian, North Indian, Fast Food",250,4.1,Mumbai
Achija Fast Food,"Fast Food, Street Food",200,3.9,Mumbai
Achman Foods,"South Indian, North Indian, Street Food",150,4.2,Agra
Acs,Fast Food,100,4.2,Ranchi
ACS,Fast Food,200,4.4,Ranchi
ACS Chinese Flavour,Indian,400,4.0,Kolkata
AD Momos,Indian,100,4.0,Ahmedabad
AD Momos,Fast Food,200,4.0,Ahmedabad
Ada E Haandi,North Indian,100,4.2,NCR
Ada Sigdi Se,Indian,150,4.4,Chandigarh
Adalat Hotel,"North Indian, Biryani",150,3.9,Gorakhpur
Adalat Hotel,Indian,250,4.1,Siliguri
Adam Bakers,"Fast Food, Bakery",100,3.7,Hyderabad
Adam s Kabab Shop,Biryani,150,3.7,Kolkata
Adarsh Dhaba,"North Indian, Biryani",150,3.7,Ludhiana
Adarsh Ji Bhojnalaya And Fast Food,North Indian,200,3.5,Bhopal
Adarsh Meat Shop,"North Indian, Street Food",100,3.6,Amritsar
Adarsha Hindu Hotel,North Indian,250,4.2,Kolkata
Adda,"South Indian, North Indian, Fast Food",200,4.1,Jaipur
Adda,North Indian,250,4.3,Varanasi
Adda Ghar,"North Indian, Street Food",200,3.7,Siliguri
Adda Unplugged,North Indian,150,4.2,Bhubaneswar
Addy s Baithak,North Indian,100,4.2,Indore
Addy s Burgers Pizza,Fast Food,100,3.5,Haridwar
Adhikari Chinese Food,Street Food,150,3.9,Chandigarh
Adhiya Beef Biriyani,South Indian,200,3.1,Chennai
Adhiya Beef Biriyani,Biryani,200,3.6,Chennai
Adi Dada Bhai Restaurant,North Indian,250,3.3,Siliguri
Adi Kalpana Pice Hotel,North Indian,100,3.5,Siliguri
Adi Sree Hari Mistanna Bhandar,Street Food,100,4.3,Kolkata
Adiga s,"South Indian, North Indian, Street Food, Biryani",150,3.7,Bangalore
Adihaah Dhaba Cafe,"North Indian, Street Food",150,3.3,Sangli
Adihaah Restrocafe,Street Food,100,3.1,Sangli
Adihaah Restrocafe,"North Indian, Biryani",100,3.6,Sangli
Adil Biryani Centre,Biryani,200,4.1,Kolkata
Adil Biryani Restaurant,"North Indian, Biryani",250,4.1,Kolkata
Adingo,"North Indian, Fast Food",100,4.0,Rajkot
Adis Cafe,"Fast Food, Street Food",100,4.0,Kolhapur
Adi s Cafe N Dine,"North Indian, Fast Food",100,3.8,Jalandhar
Aditi,"South Indian, North Indian, Fast Food",300,4.2,Mumbai
Aditi Baked House,Bakery,50,4.0,Kanpur
Aditi Kitchen,"South Indian, North Indian",300,4.0,Ranchi
Aditi Nasto Chinese,Street Food,200,4.1,Vadodara
Aditi Restaurant,"South Indian, North Indian, Biryani",100,4.1,Coimbatore
Aditri Veg Restaurant,"South Indian, North Indian, Fast Food, Street Food",150,4.0,Pune
Aditya Family Restaurant and Garden,"North Indian, Biryani",150,4.1,Amravati
Aditya Foods,"North Indian, Fast Food",350,3.7,Jhansi
Aditya Mutton Bhakri,Indian,300,4.0,Nashik
Aditya Restaurant,North Indian,150,4.1,Cuttack
Aditya Sweets,Bakery,50,4.1,Moradabad
Aditya Tiffin service,North Indian,300,3.8,Raipur
Adya s Multicuisine Restaurant,"South Indian, North Indian",100,3.6,Jamshedpur
Aelicious Cafe,Fast Food,150,3.5,Agra
Aerodine Multicuisine Restaurant,"North Indian, Fast Food",150,3.7,Dehradun
Aesthetic s Nutrition Healthy Food Simplified,Fast Food,250,4.2,Bhopal
AFC,"South Indian, Fast Food, Biryani",200,3.8,Kota
AFC,Fast Food,200,4.1,Lucknow
AFC American Fried Chicken,Fast Food,200,4.0,Belgaum
AFC American Fried Chicken,"North Indian, Fast Food",50,4.3,Jodhpur
Afc Arti Food Court,"North Indian, Fast Food, Street Food",200,4.4,Meerut
AFC Restaurant,Fast Food,100,4.1,Gorakhpur
Affordabowl,Fast Food,150,3.8,Mysore
Afghan Darbar Restaurant,"North Indian, Biryani",400,4.0,Nagpur
Afghan Darbar Restaurant,Indian,150,4.4,NCR
Afghani Tandoori Hub,"North Indian, Fast Food, Street Food, Biryani",100,3.4,Bangalore
Aflatoon Misal,Street Food,250,3.3,Nashik
Aflatoon Pavbhaji,"South Indian, North Indian, Street Food",50,3.2,Rajkot
Afra Tafri,"North Indian, Fast Food",150,4.0,Patna
Afraa,"North Indian, Biryani",250,4.1,Patna
Afraa Deli,Indian,150,4.2,Kolkata
Afreen Dine Delivery,"North Indian, Biryani",150,3.9,Lucknow
Afreen Chicken,"Street Food, Biryani",250,3.5,Bikaner
Afroz s Kitchen,"North Indian, Biryani",100,4.0,Bikaner
Afsar Bhai Kabab Corner,Indian,300,4.3,Bareilly
After Class Cafe,Fast Food,200,3.5,Allahabad
Afzal,"North Indian, Biryani",250,4.1,Mumbai
Afzal Biryani,Biryani,100,4.3,Kolkata
Afzal Restaurant,North Indian,50,4.0,Mumbai
AG Ice Cream Parlour,Indian,50,4.0,Surat
AGA Heritage Club,North Indian,250,4.1,Amritsar
AGAA Heritage,"North Indian, Fast Food, Biryani",200,4.0,Amritsar
Agadbam,"Fast Food, Street Food",200,3.3,Rajkot
Agam Bakers,Bakery,100,3.6,Lucknow
Agarwal Bakers,Bakery,100,3.1,Gonda
Agarwal Bakery,Bakery,200,3.4,Jaipur
Agarwal Bhel And Chat,"Fast Food, Street Food",350,3.6,Surat
Agarwal Bhojnalya Hathras wale,North Indian,400,3.8,Kanpur
Agarwal Cake House,Bakery,50,3.9,Moradabad
Agarwal Caterers,"Fast Food, Street Food, Bakery",100,4.4,Jaipur
Agarwal Chaat Corner,"Fast Food, Street Food",100,4.4,Jhansi
Agarwal Chat Bhandhar,"South Indian, Street Food",250,4.1,Agra
Agarwal Fast Food Parlour,Street Food,150,3.9,Jaipur
Agarwal Fast Food Pure Veg,North Indian,200,4.0,Mumbai
Agarwal Food Court,"South Indian, North Indian, Fast Food, Street Food",250,3.9,Agra
Agarwal Mithai Bhandar,Street Food,100,4.3,Ahmedabad
Agarwal Namkeen Bhandar,"South Indian, North Indian, Fast Food",50,3.9,Bikaner
Agarwal Restaurant Sweets And Dairy,"South Indian, North Indian, Fast Food",250,3.8,Agra
Agarwal Snacks,Street Food,100,3.3,Nashik
Agarwal Sweet Snacks,"North Indian, Street Food",100,3.9,Asansol
Agarwal Sweet Palace,"Fast Food, Street Food",200,4.3,Coimbatore
Agarwal Sweets Dairy,Street Food,100,4.0,Agra
Agarwal s Kulfi N Roll,Indian,300,4.1,Mumbai
Agarwal s Pav Bhaji,Street Food,150,4.2,Kolkata
Agarwals The Sweet Shop,"Fast Food, Street Food",100,3.8,Coimbatore
Aggarwal,North Indian,100,3.8,NCR
Aggarwal Fast Food,"South Indian, North Indian, Street Food",50,3.5,Gonda
Aggarwal Hotel,North Indian,200,3.2,NCR
Aggarwal Sweets,"Fast Food, Street Food",12,4.0,NCR
Aggarwal Sweets,"Fast Food, Street Food",150,4.1,Delhi NCR
Aggarwal Sweets,Street Food,100,4.4,Delhi NCR
Aggarwal Vaishno Dhaba,"North Indian, Fast Food",200,4.1,Jalandhar
Aggarwal Vaishnu Dhaba,North Indian,100,3.5,Patiala
Agra Biryani Hotspot,"North Indian, Biryani",300,3.9,Agra
Agra Chat Bhandar,Street Food,250,4.0,Ludhiana
Agra Chat Cafe,Street Food,250,3.5,Agra
Agra Fast Food And Restaurant,"South Indian, North Indian",100,3.8,Agra
Agra Jain Jalebi Bhandar,Street Food,150,4.2,Kanpur
Agra Misthan Bhandar,Indian,100,3.9,Kota
Agra Mithai Ghar Restaurant,Street Food,100,4.2,Hyderabad
Agra Restaurant,"North Indian, Biryani",100,4.0,Pune
Agra Sweet House,"Street Food, Bakery",50,4.2,Kanpur
Agra Sweets,Street Food,150,4.4,Hyderabad
Agra Vala Sweets,"Street Food, Bakery",250,4.4,Kanpur
Agrawal Brothers Frankie,Fast Food,100,4.3,Surat
Agrawal Chat Bhandar,Street Food,100,4.1,Jalgaon
Agrawal Dalwada House,Street Food,250,3.8,Vadodara
Agrawal Ji Ke Parathe,North Indian,100,3.6,Gorakhpur
Agrawal Lalaji Ghantewale,"North Indian, Street Food",100,4.1,Indore
Agrawal Petha Bhandar,Indian,50,4.0,Kota
Agrawal s Fast Food And Snacks,"North Indian, Biryani",200,4.2,Goa
Agrawal Sweets,"South Indian, North Indian, Fast Food",150,3.8,Gorakhpur
Agrawal Sweets And Restaurant,Indian,100,3.9,Bhopal
Agrawal s Kitchen,"North Indian, Biryani",200,4.1,Bangalore
Agrawal s Rajbhog,North Indian,150,4.0,Bhopal
Agrawal s Resturant,"South Indian, Fast Food",100,3.6,Gorakhpur
Agrawat Sweets,Indian,400,3.1,Jaipur
Agya Singh s Dhaba,North Indian,100,4.3,Patiala
Aha Biryanis,Biryani,200,4.0,Guntur
Aha Spice,South Indian,350,4.2,Vijayawada
Ahaa Restaurant,"North Indian, Biryani",100,3.6,Nellore
Ahalan Mandi,Indian,150,3.9,Alappuzha
Ahar Vaishno Dhaba,North Indian,100,3.2,Siliguri
Aharam,North Indian,200,4.1,Allahabad
Aharam Foods Private Limited,"South Indian, North Indian, Street Food",150,4.1,Allahabad
Ahare Khana,North Indian,150,4.0,Siliguri
Ahhaa Prayagi,"North Indian, Fast Food, Biryani",200,2.9,Allahabad
Ahling,Indian,150,4.3,Pune
Ahmad Raza Star Family Restaurant,South Indian,200,4.3,Vijayawada
Ahmedabad Chicken Biryani,"North Indian, Biryani",200,3.4,Ahmedabad
Ahmedi Hotel,"North Indian, Biryani",100,3.9,Surat
Aho Punjab,North Indian,150,3.9,Ahmedabad
Ahoban Food Corner,Street Food,150,4.0,Kolkata
Ahuja Chana Bhatura,North Indian,100,4.1,Jalandhar
Ahuja Chana Bhatura,North Indian,150,4.3,Jalandhar
Ahuja Indian Chinese Food Court,North Indian,200,3.8,Dehradun
Ahuja Proteins,"Fast Food, Bakery",150,4.1,Bhopal
Ahuja Refreshment Center,Fast Food,150,3.9,Meerut
Ahuja Vegetarian Restaurant,North Indian,250,3.6,Patiala
Ahuja s Kitchen,North Indian,200,4.0,Jalandhar
Ahuja s Sweets Dairy,"South Indian, Street Food",150,4.1,Dehradun
Aibaik,Fast Food,100,3.7,Madurai
Aibaik,Biryani,300,3.9,Madurai
Aieroc Resto Cafe,Fast Food,100,4.0,Indore
Aifa s Biriyani,"North Indian, Biryani",200,3.2,Coimbatore
AIP India s Burger,Indian,150,3.5,Lucknow
AIP India s Burger,Indian,100,3.7,Lucknow
Air Flow Pizza,Indian,50,4.0,Bhopal
Air Lounge,"North Indian, Fast Food",100,3.8,Jabalpur
Air On Wheels,"Fast Food, Street Food",350,4.1,Gorakhpur
Airbus,North Indian,500,4.3,Kanpur
Airport Bawarchi Restaurant,"North Indian, Biryani",200,4.3,Hyderabad
Aiswarya Fresh Juice,Indian,100,4.2,Trivandrum
Aithey Biryani Restaurant,Biryani,100,3.9,Vijayawada
Aizam Biryani Hub,Biryani,100,3.7,Allahabad
Aizam s Food Treasure,North Indian,250,4.0,Allahabad
AJ Cafe,"North Indian, Biryani",50,3.8,Darbhanga
Aj Drive In,Biryani,200,4.1,Visakhapatnam
AJ Fast Food And Restaurant,"North Indian, Biryani",150,4.4,Dehradun
AJ Fresh Food,Biryani,300,4.0,Jamshedpur
AJ Snacks,Indian,100,4.0,Coimbatore
Aja Honestly Good Food,Fast Food,150,4.3,Chandigarh
Ajab Gajab Chat Bhandar,Fast Food,150,3.6,Jaipur
Ajanta,"Fast Food, Bakery",100,4.5,Bareilly
Ajanta Cafe Restro,Fast Food,250,3.9,Jhansi
Ajanta Cold Drinks And Ice Creams,Indian,150,4.5,Belgaum
Ajanta Hotel,"North Indian, Fast Food",250,3.9,Kolkata
Ajanta Sweets And Bakes,"Fast Food, Street Food, Bakery",100,4.4,Bareilly
Ajay Chicken Center,"North Indian, Fast Food",150,4.0,Jabalpur
Ajay Hotel,"North Indian, Biryani",50,4.0,Vadodara
Ajay Khaste,"Fast Food, Street Food",200,3.8,Lucknow
Ajay s,Indian,100,3.8,Surat
Ajay s,Fast Food,150,4.1,Vadodara
Ajay s,Indian,150,4.1,Surat
Ajay s,Indian,100,4.3,Surat
Ajay s Burger,Indian,100,4.1,Vadodara
Ajay s Parivar Char Rasta,Indian,150,4.3,Vadodara
Ajay s Takeaway Food,Indian,150,4.0,Surat
Ajay s Takeaway Food,Fast Food,150,4.4,Vadodara
Ajays Takeaway Foods,Indian,50,4.2,Surat
Ajeet Restaurant,"South Indian, North Indian",200,4.0,Kota
Ajit Bakery,"Fast Food, Street Food, Bakery",300,4.2,Nagpur
Ajit Bakery,"Street Food, Bakery",300,4.4,Nagpur
Ajit Sweets,"Fast Food, Street Food",350,4.0,Jalandhar
Ajji Pork Hotel,South Indian,150,4.1,Bangalore
Ajmeer Biriyani,"South Indian, Biryani",100,4.1,Coimbatore
Ajmeer Biriyani Centre,"South Indian, Biryani",150,3.9,Coimbatore
Ajmeer Maharaj Hotel,"North Indian, Biryani",400,4.0,Guntur
Ajmer Food Express,"North Indian, Fast Food, Street Food",150,3.5,Ajmer
Ajmer Pizza Point,North Indian,150,3.9,Ajmer
Ajmeri Bakery,"Street Food, Bakery",350,4.0,Nashik
Ajmeri Chicken Shawarma,Indian,100,4.3,Vadodara
Ajmeri Darbar,Biryani,150,4.0,Kanpur
Ajnabee Sweets,Street Food,150,4.1,Chennai
Ajnabee Sweets,Fast Food,100,4.3,Chennai
Ajnabi Mithaai,"North Indian, Fast Food, Street Food",300,4.3,Chennai
Ajnabi Mithai Ghar,"North Indian, Street Food",100,4.1,Chennai
Ajooba Haji Biryani,Biryani,100,3.7,Siliguri
Ajouter Bakers,Bakery,200,3.7,Meerut
AJ S Bistro,"Fast Food, Street Food",200,4.0,Gaya
Ajwa Restaurant,Biryani,100,4.1,Trivandrum
Ajwaa Restaurant,"North Indian, Biryani",350,3.7,Kolhapur
Ak Amritsari Dhaba,"North Indian, Fast Food",100,3.9,Amritsar
AK Biryani House,Biryani,150,3.3,Pune
AK Biryani House,Biryani,350,4.3,Guntur
AK Laziz Food Hub,"Street Food, Biryani",100,3.6,Lucknow
AK Pizza Wala,Fast Food,100,4.0,Agra
AK Restaurant And Catering,"South Indian, North Indian",100,4.1,Trivandrum
Aka Saka,Indian,150,4.1,NCR
Akam Dhaba,"North Indian, Street Food, Biryani",100,3.6,Amritsar
Akansha Food Corner,Biryani,100,3.1,Patna
Akash Deep Restaurant,"South Indian, North Indian, Fast Food, Street Food",100,4.1,NCR
Akash Sweets Restaurant,"South Indian, North Indian",200,4.2,Aligarh
Akathiyan Mess Tea Shop,South Indian,50,4.2,Puducherry
Akbar Fast Food,"South Indian, North Indian",200,3.6,Hyderabad
Akbari Restaurant,North Indian,150,3.8,Bareilly
Akhand Maggi,Fast Food,250,4.2,Bikaner
Akhand Restaurant And Bhojanalaya,North Indian,250,3.9,Indore
Akhila Chat,Street Food,150,4.3,Bhubaneswar
Akhni Biryani House,Biryani,100,4.0,Agra
Akhtar s Samosa,Street Food,100,4.5,Pune
Akkad Bakkad Bombay Boo,Fast Food,150,3.8,Surat
Akkis Bistro,Fast Food,100,3.8,Kolhapur
AKM Canteen,"South Indian, North Indian, Biryani",200,3.6,Pune
Akram Grill,North Indian,100,3.7,Aligarh
Akram Qureshi Foods,North Indian,150,4.1,NCR
Akrist Kitchen,North Indian,200,3.4,Lucknow
Aksh Cafe,"Fast Food, Street Food",200,3.2,Raipur
Akshar Pavbhaji Chinese,Street Food,150,3.8,Surat
Akshar Sweet Farsan,Street Food,50,4.4,Jamnagar
Akshaya Deluxe,"North Indian, Biryani",200,4.3,Bangalore
Akshaya Park Restaurant,"South Indian, North Indian",500,3.8,Coimbatore
Akson Restaurant,Indian,350,4.3,Hyderabad
Akss India Reimagined,"North Indian, Street Food",500,4.5,Udaipur
AKU S The Burger Co,Fast Food,100,4.4,NCR
Al Arabian Chicken Shawarma,"Fast Food, Street Food",200,4.0,Vadodara
AL Baik,Street Food,300,3.3,Hyderabad
AL Baik,Fast Food,200,4.0,Lucknow
AL Baik,"Fast Food, Street Food",100,4.5,Nashik
Al Baike,"North Indian, Fast Food",150,3.8,Lucknow
Al Baike Arabecue,"North Indian, Fast Food, Biryani",150,3.9,Lucknow
Al Bake,"North Indian, Fast Food, Biryani",300,4.0,Delhi NCR
Al Cafe Coffee D Lite,"Fast Food, Bakery",150,4.2,Bikaner
Al Hamoor Arabian Restaurant,Indian,300,4.0,Hyderabad
Al Hamza Food,Indian,100,4.4,Saharanpur
Al Haq Laziz,"North Indian, Fast Food",200,3.9,Jodhpur
Al Harmain Shawarma,Indian,150,4.4,Hyderabad
Al Helal Restaurant,"North Indian, Biryani",100,4.1,Kolkata
Al Hind Biryani,"North Indian, Biryani",200,3.7,Dhanbad
Al Jawahar,"North Indian, Biryani",150,3.7,NCR
Al Karim Restaurant,North Indian,100,4.2,Allahabad
AL Rahim Rumali Roti Street Food,"North Indian, Street Food, Biryani",200,3.7,Vijayawada
AL Sheeris,Biryani,150,4.0,Nellore
Al Tazz,"Fast Food, Street Food",200,3.4,Madurai
Al Ajaib Restaurant,Indian,250,4.1,Guntur
Al Akbar Fast Food Corner,Indian,150,4.2,Hyderabad
AL Akbar Foods,Biryani,450,3.5,Nellore
Al Ammar Arabian Cafeteria,Fast Food,350,4.1,Hyderabad
Al Aqwan Bait Al Mandi,Indian,100,4.1,Hyderabad
Al Arab Mandi Restaurant,Indian,150,3.9,Trichy
Al Arabi Falafel,Indian,100,4.3,Indore
Al Arabia Shawarma,Indian,300,4.2,Hyderabad
Al Arabian Express,North Indian,250,4.1,Nashik
Al Arabian Wraps,Fast Food,150,4.1,Hyderabad
Al Armaan Hotel,Biryani,300,4.0,Hyderabad
Al Azeem Cafe,Indian,100,3.8,Hyderabad
Al Azeez,"North Indian, Fast Food",100,3.5,Bhopal
Al Baha Bakers And Restaurant,Fast Food,100,3.5,Trivandrum
Al Baik,Fast Food,100,3.5,Chennai
Al Baik,Fast Food,200,3.6,Kanpur
Al Baik,Fast Food,100,3.9,Kanpur
Al Baik,Fast Food,200,4.0,Belgaum
Al Baik,Fast Food,50,4.3,Pune
Al Baik Candle Light,"North Indian, Biryani",300,3.8,Jodhpur
Al Baik Chicken,"North Indian, Fast Food",50,4.3,Allahabad
Al Baik Chicken Restaurant,Fast Food,150,3.8,Dehradun
Al Baik Fast Food,Fast Food,350,3.9,Mumbai
Al Baik Fast Food,Fast Food,450,4.1,Ahmedabad
Al Baik Fast Food Corner,"North Indian, Fast Food, Street Food, Biryani",250,3.8,Kolkata
Al Baik Halal Trusted,Fast Food,250,3.0,Lucknow
Al Baik Restaurant,Biryani,150,4.3,Nainital
Al Baik The Taste Of Middle East,Fast Food,100,3.7,Jamshedpur
Al Baik Xpress,Fast Food,50,3.7,Lucknow
Al Baik Xpress,Fast Food,100,3.9,Aligarh
Al Baik Xpress,Fast Food,150,4.2,Allahabad
Al Baik Xpress,Fast Food,200,4.2,Bareilly
Al Baik In,"North Indian, Fast Food, Street Food",100,3.6,Saharanpur
Al Baik com,"North Indian, Fast Food",150,4.0,Moradabad
Al Baik com,Fast Food,200,4.3,Meerut
Al Baik com,"Fast Food, Street Food",100,4.4,Firozabad
Al Baike Aminabad,"North Indian, Fast Food",200,4.1,Lucknow
Al Baike Fried Chicken,Fast Food,100,3.8,Trivandrum
Al Baike Fried Chicken,"Fast Food, Street Food",150,4.1,Trivandrum
Al Baiks Chicken,North Indian,50,3.5,Aligarh
Al Baith,"South Indian, Biryani",150,4.3,Palakkad
Al BaKe Ad Mall,Fast Food,100,3.8,Gorakhpur
Al Bake Arabian Knights,Fast Food,300,3.7,Lucknow
Al Bake Fish Chicken,Indian,250,4.0,Aligarh
AL Barkat Hotel,North Indian,200,4.0,Bhopal
Al Barkat Nasta House,Fast Food,200,4.3,Surat
Al Basheer Restaurant,North Indian,150,3.8,Amravati
Al Bawarchi Biryani,"North Indian, Biryani",250,3.5,Bangalore
Al Bawarchi s,"North Indian, Biryani",250,3.0,Kanpur
Al Bilal Hotal,"North Indian, Fast Food",150,3.8,Lucknow
Al Chand Foods,"Fast Food, Street Food",100,3.9,NCR
Al Chef Cafeteria,Indian,300,3.8,Patna
Al Dajaj,Fast Food,50,4.1,Madurai
Al Faham,"North Indian, Biryani",200,3.9,Chennai
Al Falak,"North Indian, Biryani",250,4.0,NCR
Al Farooj Sonu Kabab,North Indian,350,3.9,Hyderabad
Al Fateh Pizza,Fast Food,100,3.0,Bareilly
Al Fresco,Fast Food,100,3.3,Dehradun
Al Gaf Grills And Shawarma,Indian,250,3.4,Thrissur
